road,link_start,link_end,chainage_start,chainage_end,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT)
N1,LRPS,LRPS,0.0,0.822,1866.0,23681.0,4995.0,11270.0,2549.0,8150.0,1194.0,8161.0,11448.0,1630.0,909.0,3755.0,0.0,74944.0,4664.0,79608.0,79608.0
N1,LRPS,LRPS,0.822,4.175,1062.0,11997.0,2701.0,5586.0,1497.0,4130.0,718.0,4459.0,5488.0,834.0,445.0,1977.0,0.0,38472.0,2422.0,40894.0,40894.0
N1,LRPS,LRPS,4.175,7.181,176.0,5250.0,4237.0,4946.0,3461.0,3207.0,612.0,3299.0,4423.0,2122.0,147.0,2338.0,0.0,31733.0,2485.0,34218.0,34218.0
N1,LRPS,LRP009,7.181,8.763,327.0,5860.0,2926.0,5014.0,2812.0,2714.0,665.0,3527.0,5847.0,2305.0,728.0,2608.0,0.0,31997.0,3336.0,35333.0,35333.0
N1,LRP009,LRP012,8.763,11.936,327.0,9384.0,6699.0,6176.0,5199.0,4538.0,594.0,3684.0,6234.0,2297.0,728.0,2608.0,0.0,45132.0,3336.0,48468.0,48468.0
N1,LRP012,LRP013,11.936,15.935,327.0,9384.0,6699.0,6176.0,5199.0,4538.0,594.0,3684.0,6234.0,2297.0,728.0,2608.0,0.0,45132.0,3336.0,48468.0,48468.0
N1,LRP013,LRP013,15.935,20.044,327.0,9384.0,6699.0,6176.0,5199.0,4538.0,594.0,3684.0,6234.0,2297.0,728.0,2608.0,0.0,45132.0,3336.0,48468.0,48468.0
N1,LRP013,LRP022,20.044,23.564,599.0,10313.0,2121.0,3420.0,1410.0,3310.0,799.0,4098.0,2484.0,424.0,68.0,327.0,0.0,28978.0,395.0,29373.0,29373.0
N1,LRP022,LRP031,23.564,30.936,599.0,10313.0,2121.0,3420.0,1410.0,3310.0,799.0,4098.0,2484.0,424.0,68.0,327.0,0.0,28978.0,395.0,29373.0,29373.0
N1,LRP031,LRP033,30.936,36.271,599.0,10313.0,2121.0,3420.0,1410.0,3310.0,799.0,4098.0,2484.0,424.0,68.0,327.0,0.0,28978.0,395.0,29373.0,29373.0
N1,LRP033,LRP033,36.271,38.466,599.0,10313.0,2121.0,3420.0,1410.0,3310.0,799.0,4098.0,2484.0,424.0,68.0,327.0,0.0,28978.0,395.0,29373.0,29373.0
N1,LRP033,LRP043,38.466,45.388,707.0,9713.0,1779.0,3264.0,1198.0,1394.0,795.0,2175.0,1586.0,330.0,70.0,253.0,0.0,22941.0,323.0,23264.0,23264.0
N1,LRP043,LRP043,45.388,47.224,707.0,9713.0,1779.0,3264.0,1198.0,1394.0,795.0,2175.0,1586.0,330.0,70.0,253.0,0.0,22941.0,323.0,23264.0,23264.0
N1,LRP043,LRP043,47.224,55.477,707.0,9713.0,1779.0,3264.0,1198.0,1394.0,795.0,2175.0,1586.0,330.0,70.0,253.0,0.0,22941.0,323.0,23264.0,23264.0
N1,LRP043,LRP043,55.477,62.278,707.0,9713.0,1779.0,3264.0,1198.0,1394.0,795.0,2175.0,1586.0,330.0,70.0,253.0,0.0,22941.0,323.0,23264.0,23264.0
N1,LRP043,LRP067,62.278,69.638,707.0,9713.0,1779.0,3264.0,1198.0,1394.0,795.0,2175.0,1586.0,330.0,70.0,253.0,0.0,22941.0,323.0,23264.0,23264.0
N1,LRP067,LRP076,69.638,75.589,644.0,10858.0,1443.0,3687.0,928.0,1996.0,808.0,2257.0,3903.0,1109.0,224.0,358.0,0.0,27633.0,582.0,28215.0,28215.0
N1,LRP076,LRP076,75.589,81.846,644.0,10858.0,1443.0,3687.0,928.0,1996.0,808.0,2257.0,3903.0,1109.0,224.0,358.0,0.0,27633.0,582.0,28215.0,28215.0
N1,LRP076,LRP076,81.846,85.897,644.0,10858.0,1443.0,3687.0,928.0,1996.0,808.0,2257.0,3903.0,1109.0,224.0,358.0,0.0,27633.0,582.0,28215.0,28215.0
N1,LRP076,LRP076,85.897,87.366,644.0,10858.0,1443.0,3687.0,928.0,1996.0,808.0,2257.0,3903.0,1109.0,224.0,358.0,0.0,27633.0,582.0,28215.0,28215.0
N1,LRP076,LRP091,87.366,89.41,615.0,11323.0,1618.0,2662.0,628.0,1038.0,539.0,1557.0,2841.0,754.0,136.0,287.0,0.0,23575.0,423.0,23998.0,23998.0
N1,LRP091,LRP093,89.41,91.583,615.0,11323.0,1618.0,2662.0,628.0,1038.0,539.0,1557.0,2841.0,754.0,136.0,287.0,0.0,23575.0,423.0,23998.0,23998.0
N1,LRP093,LRP105,91.583,105.879,615.0,11323.0,1618.0,2662.0,628.0,1038.0,539.0,1557.0,2841.0,754.0,136.0,287.0,0.0,23575.0,423.0,23998.0,23998.0
N1,LRP105,LRP105,105.879,119.698,615.0,11323.0,1618.0,2662.0,628.0,1038.0,539.0,1557.0,2841.0,754.0,136.0,287.0,0.0,23575.0,423.0,23998.0,23998.0
N1,LRP105,LRP142,119.698,138.869,857.0,7353.0,1589.0,1541.0,618.0,1362.0,557.0,1097.0,1689.0,677.0,69.0,236.0,0.0,17340.0,305.0,17645.0,17645.0
N1,LRP142,LRP143,138.869,140.251,857.0,7353.0,1589.0,1541.0,618.0,1362.0,557.0,1097.0,1689.0,677.0,69.0,236.0,0.0,17340.0,305.0,17645.0,17645.0
N1,LRP143,LRP146,140.251,143.034,1354.0,9608.0,2409.0,4157.0,1255.0,1955.0,465.0,1529.0,2888.0,757.0,240.0,463.0,0.0,26377.0,703.0,27080.0,27080.0
N1,LRP146,LRP147,143.034,145.409,1354.0,9608.0,2409.0,4157.0,1255.0,1955.0,465.0,1529.0,2888.0,757.0,240.0,463.0,0.0,26377.0,703.0,27080.0,27080.0
N1,LRP147,LRP152,145.409,149.289,705.0,11531.0,3189.0,3190.0,1299.0,2326.0,640.0,2051.0,2518.0,824.0,185.0,395.0,0.0,28273.0,580.0,28853.0,28853.0
N1,LRP152,LRP160,149.289,157.685,830.0,10099.0,2182.0,3133.0,532.0,1388.0,517.0,1806.0,1687.0,394.0,424.0,329.0,0.0,22568.0,753.0,23321.0,23321.0
N1,LRP160,LRP164,157.685,161.582,705.0,11531.0,3189.0,3190.0,1299.0,2326.0,640.0,2051.0,2518.0,824.0,185.0,395.0,0.0,28273.0,580.0,28853.0,28853.0
N1,LRP164,LRP164,161.582,167.683,742.0,7972.0,2028.0,2671.0,1065.0,1517.0,596.0,1540.0,4551.0,663.0,184.0,533.0,0.0,23345.0,717.0,24062.0,24062.0
N1,LRP164,LRP164,167.683,181.464,742.0,7972.0,2028.0,2671.0,1065.0,1517.0,596.0,1540.0,4551.0,663.0,184.0,533.0,0.0,23345.0,717.0,24062.0,24062.0
N1,LRP164,LRP197,181.464,194.603,742.0,7972.0,2028.0,2671.0,1065.0,1517.0,596.0,1540.0,4551.0,663.0,184.0,533.0,0.0,23345.0,717.0,24062.0,24062.0
N1,LRP197,LRP209,194.603,206.402,2203.0,10449.0,2456.0,3147.0,1215.0,1724.0,477.0,1606.0,5599.0,866.0,202.0,638.0,0.0,29742.0,840.0,30582.0,30582.0
N1,LRP209,LRP225,206.402,228.406,2203.0,10449.0,2456.0,3147.0,1215.0,1724.0,477.0,1606.0,5599.0,866.0,202.0,638.0,0.0,29742.0,840.0,30582.0,30582.0
N1,LRP225,LRP225,228.406,232.754,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0
N1,LRP225,LRP251,232.754,247.893,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0
N1,LRP251,LRP251,247.893,250.445,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0
N1,LRP251,LRP251,250.445,252.956,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0
N1,LRP251,LRP259,252.956,255.725,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0
N1,LRP259,LRP259,255.725,256.809,30.0,1077.0,795.0,994.0,658.0,1483.0,305.0,658.0,3125.0,536.0,207.0,240.0,7.0,9661.0,454.0,10115.0,10115.0
N1,LRP259,LRP264,256.809,263.744,30.0,1077.0,795.0,994.0,658.0,1483.0,305.0,658.0,3125.0,536.0,207.0,240.0,7.0,9661.0,454.0,10115.0,10115.0
N1,LRP264,LRP264,263.744,264.07,24.0,1181.0,882.0,802.0,639.0,1307.0,196.0,840.0,4070.0,910.0,819.0,3156.0,0.0,10851.0,3975.0,14826.0,14826.0
N1,LRP264,LRP264,264.07,265.41,24.0,1181.0,882.0,802.0,639.0,1307.0,196.0,840.0,4070.0,910.0,819.0,3156.0,0.0,10851.0,3975.0,14826.0,14826.0
N1,LRP264,LRP277,265.41,274.982,24.0,1181.0,882.0,802.0,639.0,1307.0,196.0,840.0,4070.0,910.0,819.0,3156.0,0.0,10851.0,3975.0,14826.0,14826.0
N1,LRP277,LRP281,274.982,278.013,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0
N1,LRP281,LRP291,278.013,289.612,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0
N1,LRP291,LRP291,289.612,289.974,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0
N1,LRP291,LRP299,289.974,297.441,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0
N1,LRP299,LRP312,297.441,307.582,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0
N1,LRP312,LRP320,307.582,315.728,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0
N1,LRP320,LRP321,315.728,316.356,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0
N1,LRP321,LRP328,316.356,323.842,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0
N1,LRP328,LRP331,323.842,327.188,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0
N1,LRP331,LRP335,327.188,330.874,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0
N1,LRP335,LRP336,330.874,332.066,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0
N1,LRP336,LRP336,332.066,332.877,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0
N1,LRP336,LRP341,332.877,337.31,39.0,1009.0,549.0,784.0,238.0,1018.0,165.0,318.0,2511.0,1443.0,428.0,4183.0,0.0,8074.0,4611.0,12685.0,12685.0
N1,LRP341,LRP348,337.31,343.559,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
N1,LRP348,LRP354,343.559,350.054,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
N1,LRP354,LRP376,350.054,370.982,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
N1,LRP376,LRP378,370.982,373.475,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
N1,LRP378,LRP386,373.475,381.481,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0
N1,LRP386,LRP403,381.481,398.205,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
N1,LRP403,LRP413,398.205,408.434,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
N1,LRP413,LRP420,408.434,416.044,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
N1,LRP420,LRP433,416.044,428.908,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
N1,LRP433,LRP467,428.908,462.254,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0
N101,LRPS,LRPE,0.0,6.021,693.0,3510.0,1008.0,855.0,591.0,672.0,1263.0,492.0,16350.0,1863.0,588.0,1239.0,0.0,27297.0,1827.0,29124.0,29124.0
N102,LRPS,LRP009,0.0,10.206,693.0,3510.0,1008.0,855.0,591.0,672.0,1263.0,492.0,16350.0,1863.0,588.0,1239.0,0.0,27297.0,1827.0,29124.0,29124.0
N102,LRP009,LRP018,10.206,20.658,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
N102,LRP018,LRP024,20.658,25.473,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
N102,LRP024,LRP038,25.473,38.866,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
N102,LRP038,LRP042,38.866,44.427,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
N102,LRP042,LRP055,44.427,56.883,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
N102,LRP055,LRP062,56.883,63.061,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
N102,LRP062,LRP070,63.061,71.456,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
N102,LRP070,LRP070,71.456,77.271,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
N102,LRP070,LRPE,77.271,83.382,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
N103,LRPS,LRPE,0.0,4.779,0.0,330.0,432.0,0.0,0.0,684.0,171.0,414.0,35391.0,4239.0,2154.0,36282.0,0.0,41661.0,38436.0,80097.0,80097.0
N104,LRPS,LRPS,0.0,1.878,270.0,2025.0,1218.0,651.0,1137.0,1551.0,183.0,522.0,14049.0,1791.0,774.0,3984.0,0.0,23397.0,4758.0,28155.0,28155.0
N104,LRPS,LRP004,1.878,4.35,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
N104,LRP004,LRP008,4.35,8.315,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
N104,LRP008,LRP014,8.315,14.809,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
N104,LRP014,LRP017,14.809,17.13,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
N104,LRP017,LRP023,17.13,23.823,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
N104,LRP023,LRP032,23.823,34.12,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
N104,LRP032,LRP032,34.12,36.033,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
N104,LRP032,LRP042,36.033,43.03,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0
N104,LRP042,LRP044,43.03,45.2,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0
N104,LRP044,LRPE,45.2,49.63,19.0,675.0,496.0,502.0,496.0,479.0,132.0,393.0,3681.0,1025.0,446.0,542.0,0.0,7898.0,988.0,8886.0,8886.0
N105,LRPS,LRP006,0.0,6.309,1014.0,11661.0,2322.0,294.0,393.0,2379.0,882.0,1857.0,16875.0,1656.0,435.0,4944.0,0.0,39333.0,5379.0,44712.0,44712.0
N105,LRP006,LRP012,6.309,12.803,245.0,3444.0,1481.0,20.0,0.0,1159.0,102.0,954.0,2332.0,659.0,180.0,1011.0,0.0,10396.0,1191.0,11587.0,11587.0
N105,LRP012,LRP020d,12.803,21.221,223.0,4762.0,1090.0,60.0,19.0,944.0,101.0,1275.0,2563.0,484.0,64.0,249.0,0.0,11521.0,313.0,11834.0,11834.0
N105,LRP020d,LRP028,21.221,28.61,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
N105,LRP028,LRP035,28.61,36.158,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
N105,LRP035,LRP045,36.158,45.998,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
N105,LRP045,LRPE,45.998,48.881,328.0,3092.0,1796.0,351.0,309.0,1381.0,181.0,1240.0,1243.0,452.0,149.0,1353.0,0.0,10373.0,1502.0,11875.0,11875.0
N106,LRPS,LRP010,0.0,12.192,36.0,8016.0,2127.0,2271.0,2223.0,2250.0,867.0,3189.0,26451.0,4065.0,702.0,1179.0,0.0,51495.0,1881.0,53376.0,53376.0
N106,LRP010,LRP018,12.192,19.321,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0
N106,LRP018,LRP024,19.321,24.297,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0
N106,LRP024,LRP025,24.297,25.278,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0
N106,LRP025,LRP039,25.278,37.25,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0
N106,LRP039,LRP044,37.25,41.825,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0
N106,LRP044,LRP051,41.825,48.879,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0
N106,LRP051,LRP059,48.879,57.303,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0
N106,LRP059,LRPE,57.303,66.85,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0
N107,LRPS,LRP002,0.0,2.957,0.0,1014.0,1425.0,396.0,0.0,795.0,81.0,774.0,8055.0,2445.0,918.0,1095.0,0.0,14985.0,2013.0,16998.0,16998.0
N107,LRP002,LRP002,2.957,5.265,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0
N107,LRP002,LRP002,5.265,10.542,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0
N108,LRPS,LRPE,0.0,22.541,0.0,540.0,390.0,399.0,192.0,1206.0,168.0,1521.0,6588.0,1863.0,666.0,3066.0,0.0,12867.0,3732.0,16599.0,16599.0
N109,LRPS,LRP001,0.0,1.585,0.0,540.0,390.0,399.0,192.0,1206.0,168.0,1521.0,6588.0,1863.0,666.0,3066.0,0.0,12867.0,3732.0,16599.0,16599.0
N109,LRP001,LRP001,1.585,2.51,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0
N110,LRPS,LRPS,0.0,1.89,0.0,762.0,1230.0,1356.0,597.0,1551.0,1257.0,699.0,8436.0,2463.0,138.0,336.0,0.0,18351.0,474.0,18825.0,18825.0
N110,LRPS,LRP008,1.89,8.2,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
N111,LRPS,LRP010,0.0,12.66,0.0,762.0,1230.0,1356.0,597.0,1551.0,1257.0,699.0,8436.0,2463.0,138.0,336.0,0.0,18351.0,474.0,18825.0,18825.0
N112,LRPS,LRPS,0.0,1.22,0.0,762.0,1230.0,1356.0,597.0,1551.0,1257.0,699.0,8436.0,2463.0,138.0,336.0,0.0,18351.0,474.0,18825.0,18825.0
N112,LRPS,LRPE,1.22,2.72,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
N119,LRPS,LRPS,0.0,2.85,0.0,540.0,390.0,399.0,192.0,1206.0,168.0,1521.0,6588.0,1863.0,666.0,3066.0,0.0,12867.0,3732.0,16599.0,16599.0
N120,LRPS,LRPS,0.0,9.34,0.0,762.0,1230.0,1356.0,597.0,1551.0,1257.0,699.0,8436.0,2463.0,138.0,336.0,0.0,18351.0,474.0,18825.0,18825.0
N120,LRPS,LRPS,9.34,17.79,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
N120,LRPS,LRPE,17.79,20.94,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
N123,LRPS,LRP004,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N123,LRP004,LRPE,4.65,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N128,LRPS,LRPE,0.0,1.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N129,LRPS,LRPE,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N2,LRPS,LRP002,0.0,2.313,717.0,13425.0,5988.0,11121.0,2382.0,10251.0,1338.0,9072.0,13929.0,1701.0,1227.0,2826.0,0.0,69924.0,4053.0,73977.0,73977.0
N2,LRP002,LRP006,2.313,6.076,227.0,4684.0,1904.0,1466.0,1026.0,1513.0,637.0,1458.0,3517.0,813.0,190.0,522.0,0.0,17245.0,712.0,17957.0,17957.0
N2,LRP006,LRP011,6.076,11.111,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0
N2,LRP011,LRP011,11.111,11.977,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0
N2,LRP011,LRP030,11.977,30.225,244.0,1432.0,1041.0,961.0,1220.0,1068.0,152.0,1098.0,3128.0,899.0,218.0,1142.0,0.0,11243.0,1360.0,12603.0,12603.0
N2,LRP030,LRP033,30.225,33.536,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0
N2,LRP033,LRP042,33.536,43.097,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0
N2,LRP042,LRP055,43.097,54.606,201.0,2039.0,974.0,1779.0,222.0,1030.0,242.0,859.0,2158.0,387.0,52.0,64.0,0.0,9891.0,116.0,10007.0,10007.0
N2,LRP055,LRP064,54.606,63.969,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0
N2,LRP064,LRP069,63.969,70.576,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0
N2,LRP069,LRP069,70.576,73.533,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0
N2,LRP069,LRP086,73.533,85.823,329.0,1465.0,1081.0,1000.0,217.0,598.0,118.0,534.0,3351.0,690.0,389.0,843.0,0.0,9383.0,1232.0,10615.0,10615.0
N2,LRP086,LRP086,85.823,86.413,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0
N2,LRP086,LRP117,86.413,116.294,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0
N2,LRP117,LRP142,116.294,141.309,270.0,1818.0,958.0,1045.0,179.0,1178.0,196.0,764.0,1170.0,493.0,53.0,79.0,0.0,8071.0,132.0,8203.0,8203.0
N2,LRP142,LRP146,141.309,145.961,206.0,4176.0,708.0,1765.0,178.0,1494.0,298.0,1159.0,1975.0,721.0,170.0,415.0,0.0,12680.0,585.0,13265.0,13265.0
